,labels,roi_di
0,2,0.6448803734047067
1,3,0.45050377414956944
2,4,0.5067653988556042
3,5,0.061674008810572764
4,7,0.6202946669433493
5,8,0.7667580664631728
6,10,0.7188897044104892
7,11,0.586046511627907
8,12,0.6056754360035471
9,13,0.4637681159420291
10,14,0.6079365079365079
11,15,0.6061357297799813
12,16,0.8368430063345318
13,17,0.5779237844940868
14,18,0.5400221320545925
15,24,0.440844009042954
16,26,0.07033997655334119
17,28,0.5408668356875528
18,30,0.0
19,31,0.1254237288135593
20,41,0.689216090361393
21,42,0.4739198472019327
22,43,0.5710290175970166
23,44,0.0
24,46,0.6586437104708364
25,47,0.8179517866301932
26,49,0.7666621785377675
27,50,0.5240708797240081
28,51,0.6271895830103861
29,52,0.5491308974813763
30,53,0.5505813176533476
31,54,0.6318700311095748
32,58,0.4057971014492754
33,60,0.5503767079555613
34,62,0.0
35,63,0.1282965074839629
36,77,0.027027027027027133
37,85,0.08450704225352106
38,251,0.5094905094905094
39,252,0.41025641025641024
40,253,0.46753246753246747
41,254,0.3925233644859813
42,255,0.3741007194244605
