4836.1	4832.8	4519.4	4832.8
2809.2	2830.7	2577.9	2721.6
3928	3981.1	3981.3	3886.6
2686.2	2145.6	2889.1	2424.2
4935.9	4683.6	4726.7	4747.7
4962.1	4951.9	4730.5	4866.6
3199.8	3112.6	2950.8	3353.5
2340	2178.6	1986.1	2294.7
5208.4	5229.6	5145.9	4757.4
4327.8	4383.2	4220.8	4125.2
