4689.9,4483.9,4557.4,4483.9
3059.1,3104.2,2610.3,3124.5
3779.9,3776.8,3675.6,3698
2605.7,2599,3045.9,2658.6
4716.8,4708,4608.8,4599.9
5161.8,5162.1,5262.5,5179
3530.8,3277.8,3385.7,3287.1
2389,2437.5,2387.9,2233
5027.4,5146.5,5178.1,4881.4
3908.5,3803.2,3881.2,3607.7
